,index,subject_id,condition,referents,relation,connective,itemID,stimulusID,prompt,text,response,pronominalization,annotated_nm,Annotator1,Annotator2,Final,Annotator1=Annotator2
234,3051.0,8096335.0,LIST2,"[""Mr. Pamplin"",""Mr. Hahn""]",Occasion,varied,20.0,74.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that, he",proved his worth and was very successful.,pro,1.0,T,T,T,True
235,3052.0,8096335.0,LIST2,"[""John"",""the man""]",Result,original,22.0,167.0,free,John felt sorry for the man. So,he give him some money to pay for food.,pro,0.0,T,T,T,True
236,3075.0,9129479.0,LIST3,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,8.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he",crashed.,pro,0.0,T,T,T,True
237,3095.0,2574191.0,LIST4,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Contrast,varied,1.0,4.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However, he",cancelled,pro,0.0,T,T,T,True
238,3096.0,2574191.0,LIST4,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Contrast,varied,2.0,9.0,free,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However,",he later fell,pro,0.0,T,T,T,True
239,3111.0,2574191.0,LIST4,"[""Jack"",""another man""]",Contrast,original,21.0,112.0,pronoun,"Jack said to another man, ""Follow me!"" But he",did not say why,pro,0.0,T,T,T,True
240,3113.0,2574191.0,LIST4,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,122.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later, he",sent a memo on the subject,pro,0.0,T,T,T,True
241,3129.0,12543640.0,LIST3,"[""Charles"",""Thomas""]",Result,varied,7.0,60.0,pronoun,"Charles got up, left everything, and followed Thomas. So he",thought about where they might be going.,pro,0.0,T,T,T,True
242,3165.0,13925376.0,LIST3,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Occasion,varied,18.0,80.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that, he",declared a new era of cooperation between the two countries.,pro,0.0,T,T,T,True
243,3196.0,12129454.0,LIST1,"[""Adam"",""Leo""]",Result,original,11.0,84.0,free,Adam refused to stop chasing Leo. So,Leo stopped running,non_pro,1.0,T,T,T,True
244,3214.0,1079574.0,LIST5,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Occasion,varied,10.0,61.0,free,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that,",he quit,pro,0.0,T,T,T,True
245,3217.0,1079574.0,LIST5,"[""Philip"",""Andrew""]",Contrast,varied,3.0,46.0,pronoun,Philip went and told Andrew. But he,didnt tell the whole story,pro,0.0,T,T,T,True
246,3219.0,1079574.0,LIST5,"[""Lehia"",""her mom""]",Result,original,12.0,144.0,pronoun,And Lehia's been with her mom for two months. So she,barely knew her,pro,0.0,T,T,T,True
247,3233.0,1079574.0,LIST5,"[""Jose"",""Pater""]",Result,varied,24.0,108.0,pronoun,Jose gave the silver and the gold to Peter. So he,knew he had done well,pro,1.0,T,T,T,True
248,3280.0,15971718.0,LIST2,"[""David"",""Saul""]",Result,varied,15.0,95.0,free,David was moving as quickly as possible to get away from Saul. So,"he picked up the lace and ran, looking back over his shoulder as he went.",pro,0.0,T,T,T,True
249,3282.0,15971718.0,LIST2,"[""John"",""the man""]",Result,original,22.0,167.0,free,John felt sorry for the man. So,he took some money from his wallet and placed it in on he blanket.,pro,0.0,T,T,T,True
250,3286.0,15971718.0,LIST2,"[""Lehia"",""her mom""]",Contrast,varied,12.0,141.0,free,"And Lehia's been with her mom for two months. However,",her dad still wants to see her each week.,pro,0.0,F,F,F,True
251,3295.0,15971718.0,LIST2,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Occasion,original,1.0,2.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. Afterwards, he",fed back to his team.,pro,0.0,T,T,T,True
252,3315.0,3050376.0,LIST2,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Result,varied,4.0,18.0,pronoun,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. As a result, he",was soon receiving lots of calls,pro,0.0,T,T,T,True
253,3316.0,3050376.0,LIST2,"[""David"",""Saul""]",Result,varied,15.0,95.0,free,David was moving as quickly as possible to get away from Saul. So,he could avoid any further attacks,pro,0.0,T,T,T,True
254,3333.0,11297143.0,LIST1,"[""John"",""the man""]",Contrast,varied,22.0,171.0,pronoun,John felt sorry for the man. But he,had to get on with his life.,pro,0.0,T,T,T,True
255,3368.0,4247549.0,LIST3,"[""John"",""Hector""]",Result,varied,23.0,101.0,free,John had fought against Hector. So,he had no fear of Julius,pro,0.0,T,T,T,True
256,3379.0,4247549.0,LIST3,"[""Lehia"",""her mom""]",Contrast,varied,12.0,142.0,pronoun,"And Lehia's been with her mom for two months. However, she",is due back on Friday,pro,0.0,T,T,T,True
257,3380.0,4247549.0,LIST3,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,137.0,free,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus",he was able to boost his chances of winning,pro,0.0,T,T,T,True
258,3391.0,7269592.0,LIST2,"[""Joseph"",""Nicolas""]",Result,varied,6.0,54.0,pronoun,"Joseph served Nicolas for three years. Therefore, he",knew his foibles intimately.,pro,0.0,T,T,T,True
259,3455.0,12238314.0,LIST6,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Contrast,varied,4.0,93.0,pronoun,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However, he",also put a caveat about the officer concerned.,pro,0.0,T,T,T,True
260,3458.0,12238314.0,LIST6,"[""David"",""Saul""]",Contrast,original,15.0,52.0,free,David was moving as quickly as possible to get away from Saul. But,Saul seemed to be one step ahead of him,non_pro,1.0,T,T,T,True
261,3471.0,12238314.0,LIST6,"[""President Clinton"",""the Crown Prince""]",Contrast,varied,27.0,160.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However, he",didn't force the issue,pro,0.0,T,T,T,True
262,3486.0,10646890.0,LIST4,"[""Hailey"",""her daughter""]",Result,original,19.0,179.0,free,Hailey told her daughter what to ask for. So,she asked for an ice cream,pro,0.0,T,F,F,False
263,3493.0,10646890.0,LIST4,"[""John"",""Hector""]",Result,varied,23.0,102.0,pronoun,John had fought against Hector. So he,was a little bruised and battered.,pro,0.0,T,T,T,True
264,3507.0,10646890.0,LIST4,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Result,varied,8.0,30.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore, he",decided to seek advise from other resources.,pro,1.0,T,T,T,True
265,3509.0,10646890.0,LIST4,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,138.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus, he",arranged a meeting.,pro,0.0,T,T,T,True
266,3513.0,8078671.0,LIST1,"[""William"",""Saul""]",Result,original,30.0,161.0,pronoun,William was afraid and refused to kill Saul. So he,asked him to leave the country and hide.,pro,0.0,T,T,T,True
267,3521.0,8078671.0,LIST1,"[""Peter"",""Jeffery""]",Result,varied,26.0,156.0,pronoun,Peter criticized Jeffery for saying these things. So he,was not happy with what was being said.,pro,0.0,T,T,T,True
268,3545.0,16152855.0,LIST3,"[""Hailey"",""her daughter""]",Contrast,varied,19.0,178.0,pronoun,"Hailey told her daughter what to ask for. However, she",did not ask for it,pro,1.0,T,T,T,True
269,3575.0,12662317.0,LIST6,"[""Peter"",""Charlie""]",Result,varied,25.0,114.0,pronoun,Peter continued talking with Charlie. So he,felt happy.,pro,0.0,T,T,T,True
270,3605.0,13957487.0,LIST1,"[""John"",""the man""]",Contrast,varied,22.0,171.0,pronoun,John felt sorry for the man. But he,needed to pay his debt,pro,0.0,T,T,T,True
271,3617.0,13957487.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",took the decision to invest in Chinese-Canadian relations,pro,0.0,F,T,T,False
272,3647.0,13341755.0,LIST3,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Result,original,28.0,132.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So he",Is withholding vital information,pro,0.0,T,T,T,True
273,3651.0,13341755.0,LIST3,"[""Mr. Brady"",""Mr. Mullins""]",Result,varied,5.0,24.0,pronoun,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he",Had to keep it short,pro,0.0,T,T,T,True
274,3661.0,4645093.0,LIST3,"[""David"",""Saul""]",Result,varied,15.0,96.0,pronoun,David was moving as quickly as possible to get away from Saul. So he,ran.,pro,0.0,T,T,T,True
275,3683.0,4645093.0,LIST3,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Result,original,28.0,132.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So he",discuss sensitive information,pro,0.0,T,T,T,True
276,3684.0,4645093.0,LIST3,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,121.0,free,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later,",he was arrested,pro,1.0,T,T,T,True
277,3687.0,4645093.0,LIST3,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,8.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he",fell and injured himself,pro,0.0,T,T,T,True
278,3733.0,12976702.0,LIST2,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Contrast,original,10.0,64.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. But he",is wary of what the results may bring,pro,0.0,T,T,T,True
279,3738.0,12976702.0,LIST2,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,7.0,free,Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later,he crossed the winning line first,pro,0.0,T,T,T,True
280,3755.0,6810216.0,LIST5,"[""Mr. Brady"",""Mr. Mullins""]",Occasion,original,5.0,20.0,pronoun,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. Later, he",Apologised for interrupting the call.,pro,0.0,T,T,T,True
281,3756.0,6810216.0,LIST5,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,77.0,free,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So",He kept an eye on him.,pro,0.0,T,T,T,True
282,3771.0,6810216.0,LIST5,"[""Benjamin Netanyahu"",""Ehud Barak""]",Result,varied,13.0,72.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he",Is favourite.,pro,0.0,T,T,T,True
283,3773.0,6810216.0,LIST5,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Contrast,varied,2.0,10.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However, he",Injured afterwards.,pro,0.0,T,T,T,True
284,3777.0,6810216.0,LIST5,"[""Jose"",""Pater""]",Result,varied,24.0,108.0,pronoun,Jose gave the silver and the gold to Peter. So he,Could look after them.,pro,1.0,T,T,T,True
285,3799.0,6040032.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",was still displeased with what was said.,pro,0.0,T,T,T,True
286,3811.0,15164549.0,LIST2,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Contrast,varied,8.0,28.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However, he",was proven wrong.,pro,0.0,T,T,T,True
287,3819.0,15164549.0,LIST2,"[""David"",""Leo""]",Contrast,varied,14.0,172.0,pronoun,David had just let Leo leave in peace. But he,was seething inside.,pro,0.0,T,T,T,True
288,3837.0,15164549.0,LIST2,"[""Peter"",""Charlie""]",Occasion,original,25.0,38.0,pronoun,Peter continued talking with Charlie. Then he,made his excuses and left.,pro,0.0,T,T,T,True
289,3895.0,569798.0,LIST6,"[""Adam"",""Leo""]",Contrast,varied,11.0,165.0,pronoun,Adam refused to stop chasing Leo. But he,relented after being told he would go to prison if he did not stop,pro,0.0,T,T,T,True
290,3929.0,16541798.0,LIST5,"[""Charles"",""Thomas""]",Occasion,original,7.0,56.0,pronoun,"Charles got up, left everything, and followed Thomas. Then he",attacks him,pro,0.0,T,T,T,True
291,3937.0,15823829.0,LIST2,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,126.0,pronoun,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,"could posture as someone who did something, while not actually giving a flying fuck.",pro,0.0,T,T,T,True
292,3940.0,15823829.0,LIST2,"[""David"",""the man who kept supplies""]",Contrast,varied,9.0,33.0,free,David left the food with the man who kept supplies. But,he managed to forget the car keys.,pro,0.0,T,T,T,True
293,3942.0,15823829.0,LIST2,"[""Benjamin Netanyahu"",""Ehud Barak""]",Contrast,original,13.0,69.0,free,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However,",Benjamin knew that he was going to win anyway.,non_pro,0.0,T,T,T,True
294,4001.0,12526391.0,LIST3,"[""Philip"",""Andrew""]",Occasion,original,3.0,44.0,pronoun,Philip went and told Andrew. Then he,left angrily,pro,0.0,T,T,T,True
295,4013.0,12526391.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",was killed by Saul,pro,0.0,T,T,T,True
296,4016.0,12526391.0,LIST3,"[""Jack"",""another man""]",Contrast,original,21.0,111.0,free,"Jack said to another man, ""Follow me!"" But",the man would not leave his farm,non_pro,1.0,T,T,T,True
297,4021.0,6935717.0,LIST6,"[""David"",""Leo""]",Occasion,varied,14.0,175.0,pronoun,"David had just let Leo leave in peace. Next, he",went about his day.,pro,0.0,T,T,T,True
298,4023.0,6935717.0,LIST6,"[""Adam"",""Leo""]",Contrast,varied,11.0,165.0,pronoun,Adam refused to stop chasing Leo. But he,did agree to leave him for the day,pro,0.0,T,T,T,True
299,4043.0,6935717.0,LIST6,"[""Peter"",""Charlie""]",Result,varied,25.0,114.0,pronoun,Peter continued talking with Charlie. So he,if he agrees with him,pro,1.0,F,F,F,True
300,4065.0,3371986.0,LIST3,"[""Benjamin Netanyahu"",""Ehud Barak""]",Contrast,original,13.0,70.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he",is still nervous of the outcome.,pro,0.0,T,T,T,True
301,4087.0,16302666.0,LIST6,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,119.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So he",had a point to prove,pro,0.0,T,T,T,True
302,4102.0,16302666.0,LIST6,"[""William"",""Saul""]",Result,original,30.0,78.0,free,William was afraid and refused to kill Saul. So,Saul killed him instead,non_pro,1.0,T,T,T,True
303,4113.0,749965.0,LIST3,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,8.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he",fell over and broke his leg,pro,0.0,T,T,T,True
304,4119.0,749965.0,LIST3,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Result,original,28.0,132.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So he",can discuss pressing issues in private,pro,0.0,T,T,T,True
305,4123.0,749965.0,LIST3,"[""Lehia"",""her mom""]",Contrast,varied,12.0,142.0,pronoun,"And Lehia's been with her mom for two months. However, she",was moving out in 2 weeks,pro,0.0,T,T,T,True
306,4129.0,749965.0,LIST3,"[""Philip"",""Andrew""]",Occasion,original,3.0,44.0,pronoun,Philip went and told Andrew. Then he,went for a beer,pro,0.0,T,T,T,True
307,4131.0,749965.0,LIST3,"[""Benjamin Netanyahu"",""Ehud Barak""]",Contrast,original,13.0,70.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he",had all of his friends vote for him,pro,0.0,T,T,T,True
308,4137.0,749965.0,LIST3,"[""David"",""Saul""]",Result,varied,15.0,96.0,pronoun,David was moving as quickly as possible to get away from Saul. So he,distance himself from the toxic frendship,pro,0.0,T,T,T,True
309,4138.0,749965.0,LIST3,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Result,varied,8.0,29.0,free,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore,",the ball was in the chiefs court,non_pro,1.0,F,F,F,True
310,4143.0,5139291.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,gave up,pro,0.0,F,F,F,True
311,4144.0,5139291.0,LIST2,"[""Charles"",""Thomas""]",Result,varied,7.0,59.0,free,"Charles got up, left everything, and followed Thomas. So",Thomas ran,non_pro,1.0,T,T,T,True
312,4193.0,4174179.0,LIST6,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Occasion,varied,10.0,134.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he",was a strong supporter of Mr Bush.,pro,0.0,T,T,T,True
313,4234.0,10797066.0,LIST4,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,81.0,free,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However,",he controlled the agenda.,pro,0.0,T,T,T,True
314,4237.0,10797066.0,LIST4,"[""Jack"",""another man""]",Contrast,original,21.0,112.0,pronoun,"Jack said to another man, ""Follow me!"" But he",had closed the gate.,pro,0.0,T,T,T,True
315,4254.0,10797066.0,LIST4,"[""William"",""Saul""]",Contrast,varied,30.0,153.0,free,"William was afraid and refused to kill Saul. However,",he didn't have a choice.,pro,0.0,T,T,T,True
316,4259.0,10797066.0,LIST4,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,122.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later, he",still hadn't heard if the Prince had cooperated.,pro,0.0,T,T,T,True
317,4273.0,9948503.0,LIST1,"[""David"",""Saul""]",Contrast,original,15.0,135.0,pronoun,David was moving as quickly as possible to get away from Saul. But he,stumbled and fell.,pro,0.0,T,T,T,True
318,4277.0,9948503.0,LIST1,"[""Lehia"",""her mom""]",Occasion,varied,12.0,145.0,pronoun,"And Lehia's been with her mom for two months. After that, she",decided to go back home.,pro,0.0,T,T,T,True
319,4287.0,9948503.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",could assure Harper that he was not affronted by his comment.,pro,0.0,T,T,T,True
320,4296.0,9227153.0,LIST4,"[""John"",""the man""]",Occasion,varied,22.0,163.0,free,"John felt sorry for the man. Later,",he stopped by to check on him.,pro,0.0,T,T,T,True
321,4307.0,9227153.0,LIST4,"[""Joseph"",""Nicolas""]",Occasion,original,6.0,50.0,pronoun,Joseph served Nicolas for three years. Then he,died of a heart attack.,pro,0.0,T,T,T,True
322,4311.0,9227153.0,LIST4,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,138.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus, he",gained the advantage.,pro,0.0,T,T,T,True
323,4345.0,5464736.0,LIST2,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,126.0,pronoun,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,looked at every avenue possible,pro,0.0,T,T,T,True
324,4353.0,1286318.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",Could tell reassure him.,pro,0.0,T,T,T,True
325,4362.0,1286318.0,LIST1,"[""Felix"",""Paul""]",Occasion,varied,16.0,73.0,free,"Felix made a sign for Paul to speak. After that,",Paul nodded and opened his mouth.,non_pro,1.0,T,T,T,True
326,4374.0,1286318.0,LIST1,"[""Mark Felt"",""the acting FBI director Al Patrick Grey""]",Result,varied,4.0,12.0,free,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. As a result,",He attains Grey’s support.,pro,0.0,T,T,T,True
327,4387.0,6053294.0,LIST2,"[""Peter"",""Charlie""]",Occasion,original,25.0,38.0,pronoun,Peter continued talking with Charlie. Then he,went home.,pro,0.0,T,T,T,True
328,4388.0,6053294.0,LIST2,"[""David"",""Saul""]",Result,varied,15.0,95.0,free,David was moving as quickly as possible to get away from Saul. So,he started sprinting to get away.,pro,0.0,T,T,T,True
329,4397.0,6053294.0,LIST2,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,126.0,pronoun,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,ensured the collaboration of the Prince.],pro,0.0,T,T,T,True
330,4400.0,6053294.0,LIST2,"[""Jose"",""Pater""]",Contrast,original,24.0,105.0,free,Jose gave the silver and the gold to Peter. But,he kept the most valuable pieces for himself,pro,0.0,T,T,T,True
331,4402.0,6053294.0,LIST2,"[""William"",""Saul""]",Occasion,varied,30.0,151.0,free,"William was afraid and refused to kill Saul. Shortly afterwards,",he was approached by Saul who thanked him for his actions that night.,pro,0.0,T,T,T,True
332,4413.0,243756.0,LIST4,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Contrast,varied,1.0,4.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However, he",did not disclose the outcome.,pro,0.0,T,T,T,True
333,4419.0,243756.0,LIST4,"[""Felix"",""Paul""]",Contrast,varied,16.0,148.0,pronoun,Felix made a sign for Paul to speak. But he,didn't stop talking himself.,pro,0.0,T,T,T,True
334,4426.0,243756.0,LIST4,"[""John"",""the man""]",Occasion,varied,22.0,163.0,free,"John felt sorry for the man. Later,",he gave him a donation.,pro,0.0,T,T,T,True
335,4455.0,4272926.0,LIST5,"[""Charles"",""Thomas""]",Occasion,original,7.0,56.0,pronoun,"Charles got up, left everything, and followed Thomas. Then he",Returned to collect his phone,pro,0.0,T,T,T,True
336,4457.0,4272926.0,LIST5,"[""William"",""Saul""]",Contrast,varied,30.0,154.0,pronoun,"William was afraid and refused to kill Saul. However, he",Killed others,pro,0.0,T,T,T,True
337,4467.0,4272926.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",Didn’t reveal what they had talked about,pro,0.0,T,T,T,True
338,4477.0,12101803.0,LIST5,"[""Jose"",""Peter""]",Result,varied,24.0,108.0,pronoun,Jose gave the silver and the gold to Peter. So he,kept the bronze to himeslef.,pro,0.0,T,T,T,True
339,4481.0,12101803.0,LIST5,"[""John"",""the man""]",Occasion,varied,22.0,164.0,pronoun,"John felt sorry for the man. Later, he",apologised to him.,pro,0.0,T,T,T,True
340,4497.0,12101803.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",will make this public knowledge.,pro,0.0,T,T,T,True
341,4499.0,12101803.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",was very quiet in the meeting.,pro,0.0,T,T,T,True
342,4553.0,3935966.0,LIST5,"[""Philip"",""Andrew""]",Contrast,varied,3.0,46.0,pronoun,Philip went and told Andrew. But he,"didn't want to, it was going to be hard.",pro,0.0,T,T,T,True
343,4555.0,3935966.0,LIST5,"[""Hailey"",""her daughter""]",Result,original,19.0,180.0,pronoun,Hailey told her daughter what to ask for. So she,asked for bread and cheese.,pro,1.0,T,T,T,True
344,4567.0,1778955.0,LIST4,"[""Jack"",""another man""]",Contrast,original,21.0,112.0,pronoun,"Jack said to another man, ""Follow me!"" But he",didn't want to follow.,pro,1.0,T,T,T,True
345,4588.0,1778955.0,LIST4,"[""Peter"",""Jeffery""]",Contrast,original,26.0,117.0,free,Peter criticized Jeffery for saying these things. But,Jeffery didn't apologise.,non_pro,1.0,T,T,T,True
346,4592.0,2279502.0,LIST2,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,7.0,free,Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later,he won the jump,pro,0.0,T,T,T,True
347,4603.0,2279502.0,LIST2,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Contrast,varied,8.0,28.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However, he",persuaded them to reconsider.,pro,0.0,T,F,T,False
348,4632.0,3231696.0,LIST5,"[""Adam"",""Leo""]",Contrast,varied,11.0,159.0,free,Adam refused to stop chasing Leo. But,Leo kept running until he was a dot on the horizon.,non_pro,1.0,T,T,T,True
